order_id,product_id,quantity,discount,sales_amount,cost_amount,profit_amount
ORD024709,PRD00269,1,0.0,1078.0,733.04,344.96
ORD038885,PRD00382,1,0.0,3792.68,2579.02,1213.66
ORD040428,PRD00448,1,0.0,962.46,654.47,307.99
ORD010830,PRD00119,2,0.0,4897.2,3330.1,1567.1
ORD012910,PRD00463,1,0.0,1412.2,960.3,451.9
ORD036975,PRD00034,1,0.05,8562.87,6129.21,2433.66
ORD037728,PRD00200,2,0.1,18715.21,14140.38,4574.83
ORD053828,PRD00483,5,0.05,4261.84,7166.21,-2904.37
ORD041568,PRD00481,2,0.15,509.12,407.29,101.83
ORD007065,PRD00429,1,0.0,683.77,464.96,218.81
ORD025559,PRD00004,1,0.05,27579.32,19740.98,7838.34
ORD039197,PRD00462,5,0.0,4261.84,6362.56,-2100.72
ORD014487,PRD00048,1,0.0,75974.85,51662.9,24311.95
ORD043302,PRD00112,2,0.1,8040.58,6075.11,1965.47
ORD011376,PRD00370,1,0.0,14768.36,10042.48,4725.88
ORD015556,PRD00481,5,0.0,1497.4,1018.23,479.17
ORD001792,PRD00234,1,0.0,14701.78,9997.21,4704.57
ORD008384,PRD00292,1,0.0,443.42,301.53,141.89
ORD028952,PRD00461,1,0.05,58.53,41.89,16.64
ORD043820,PRD00346,1,0.0,13476.74,9164.18,4312.56
ORD049483,PRD00377,1,0.0,3872.6,2633.37,1239.23
ORD058946,PRD00301,2,0.2,1039.17,883.29,155.88
ORD024484,PRD00086,2,0.05,729.54,522.2,207.34
ORD022380,PRD00366,1,0.0,13434.0,9135.12,4298.88
ORD017968,PRD00289,1,0.0,996.97,677.94,319.03
ORD006516,PRD00354,1,0.0,12478.6,8485.45,3993.15
ORD038574,PRD00304,2,0.05,1638.94,1173.14,465.8
ORD022325,PRD00011,2,0.0,133909.14,91058.22,42850.92
ORD057093,PRD00369,1,0.0,3386.86,2303.06,1083.8
ORD016175,PRD00323,1,0.0,411.93,280.11,131.82
ORD048308,PRD00389,5,0.05,11618.69,8316.54,3302.15
ORD016936,PRD00086,2,0.0,767.94,522.2,245.74
ORD051476,PRD00292,2,0.0,886.84,603.05,283.79
ORD016190,PRD00407,1,0.15,10166.53,8133.22,2033.31
ORD012204,PRD00487,1,0.1,921.15,695.98,225.17
ORD030732,PRD00351,1,0.0,8605.81,5851.95,2753.86
ORD002743,PRD00221,1,0.15,8674.91,6939.93,1734.98
ORD040321,PRD00186,1,0.0,13303.11,9046.11,4257.0
ORD010951,PRD00161,1,0.0,4508.85,3066.02,1442.83
ORD007445,PRD00451,1,0.05,2355.15,1685.79,669.36
ORD030206,PRD00163,1,0.0,1800.09,1224.06,576.03
ORD047655,PRD00123,1,0.2,1257.74,1069.08,188.66
ORD008940,PRD00325,1,0.0,898.21,610.78,287.43
ORD026122,PRD00418,1,0.05,2218.04,1587.65,630.39
ORD000008,PRD00103,1,0.05,2829.92,2025.62,804.3
ORD000530,PRD00190,1,0.05,16573.6,11863.21,4710.39
ORD045569,PRD00439,2,0.0,1373.66,934.09,439.57
ORD015021,PRD00100,3,0.0,5049.6,3433.73,1615.87
ORD007651,PRD00248,2,0.05,11504.37,8234.7,3269.67
ORD031963,PRD00196,1,0.0,4407.23,2996.92,1410.31
ORD038498,PRD00387,1,0.0,8166.21,5553.02,2613.19
ORD037940,PRD00468,1,0.0,1914.28,1301.71,612.57
ORD021091,PRD00260,1,0.0,529.36,359.96,169.4
ORD028149,PRD00479,4,0.0,2671.6,1816.69,854.91
ORD036378,PRD00188,1,0.1,7381.76,5577.33,1804.43
ORD043281,PRD00165,1,0.0,2407.14,1636.86,770.28
ORD010666,PRD00462,1,0.0,1871.34,1272.51,598.83
ORD050829,PRD00424,2,0.0,2388.76,1624.36,764.4
ORD056573,PRD00073,1,0.0,10530.89,7161.01,3369.88
ORD013059,PRD00453,1,0.2,1159.44,985.52,173.92
ORD009173,PRD00041,2,0.15,6186.44,4949.15,1237.29
ORD028848,PRD00438,1,0.05,2206.77,1579.59,627.18
ORD021823,PRD00451,2,0.05,4261.84,3371.59,890.25
ORD047129,PRD00461,1,0.1,55.45,41.89,13.56
ORD013989,PRD00344,1,0.0,1678.38,1141.3,537.08
ORD034165,PRD00088,1,0.1,3319.33,2507.94,811.39
ORD012679,PRD00051,4,0.0,4170.84,2836.17,1334.67
ORD022692,PRD00063,3,0.05,144740.44,103603.68,41136.76
ORD005771,PRD00413,2,0.05,15505.88,11098.95,4406.93
ORD039603,PRD00327,1,0.1,458.21,346.2,112.01
ORD006389,PRD00390,1,0.0,1732.09,1177.82,554.27
ORD006363,PRD00106,1,0.0,4288.6,2916.25,1372.35
ORD039647,PRD00441,1,0.15,1007.04,805.63,201.41
ORD034488,PRD00100,1,0.05,1599.04,1144.58,454.46
ORD026183,PRD00369,1,0.0,3386.86,2303.06,1083.8
ORD046427,PRD00470,1,0.05,2216.73,1586.71,630.02
ORD035009,PRD00023,1,0.0,78437.36,53337.4,25099.96
ORD046621,PRD00429,1,0.0,683.77,464.96,218.81
ORD024638,PRD00330,1,0.0,553.88,376.64,177.24
ORD054701,PRD00330,1,0.15,470.8,376.64,94.16
ORD009581,PRD00283,2,0.15,983.18,786.54,196.64
ORD027698,PRD00284,4,0.0,1726.64,1174.12,552.52
ORD054718,PRD00347,4,0.0,26978.425000000003,39948.94,-12970.52
ORD052591,PRD00131,1,0.0,2959.94,2012.76,947.18
ORD008582,PRD00376,1,0.0,13515.18,9190.32,4324.86
ORD031957,PRD00337,1,0.05,4368.38,3126.84,1241.54
ORD029602,PRD00147,1,0.05,734.12,525.48,208.64
ORD034491,PRD00148,1,0.0,3205.41,2179.68,1025.73
ORD040701,PRD00354,1,0.0,12478.6,8485.45,3993.15
ORD007948,PRD00062,2,0.0,84227.04,57274.39,26952.65
ORD035618,PRD00484,1,0.0,1653.21,1124.18,529.03
ORD032866,PRD00134,1,0.1,3246.21,2452.69,793.52
ORD054513,PRD00405,1,0.0,1938.88,1318.44,620.44
ORD049294,PRD00453,4,0.05,4261.84,3942.1,319.74
ORD021927,PRD00298,2,0.1,1189.01,898.36,290.65
ORD053713,PRD00432,1,0.0,2478.35,1685.28,793.07
ORD027902,PRD00147,1,0.2,618.21,525.48,92.73
ORD039067,PRD00256,1,0.05,153.25,109.7,43.55
ORD012463,PRD00147,1,0.1,695.48,525.48,170.0
ORD003280,PRD00149,3,0.0,5395.5,3668.94,1726.56
ORD012001,PRD00264,3,0.0,420.3,285.8,134.5
ORD028740,PRD00283,1,0.05,549.42,393.27,156.15
ORD009790,PRD00260,2,0.0,1058.72,719.93,338.79
ORD058966,PRD00063,1,0.05,48246.81,34534.56,13712.25
ORD002947,PRD00449,2,0.05,320.28,229.26,91.02
ORD032708,PRD00214,1,0.0,6178.14,4201.14,1977.0
ORD029776,PRD00145,5,0.05,8566.689999999999,7187.84,1378.85
ORD018779,PRD00479,4,0.1,2404.44,1816.69,587.75
ORD050266,PRD00150,1,0.0,1900.28,1292.19,608.09
ORD045031,PRD00238,2,0.0,11501.36,7820.92,3680.44
ORD021392,PRD00114,1,0.0,1841.65,1252.32,589.33
ORD051079,PRD00075,1,0.1,75151.91,56781.44,18370.47
ORD055069,PRD00304,1,0.0,862.6,586.57,276.03
ORD052398,PRD00207,1,0.0,14934.04,10155.15,4778.89
ORD016740,PRD00225,2,0.2,23727.28,20168.19,3559.09
ORD001125,PRD00368,1,0.15,6963.89,5571.11,1392.78
ORD047420,PRD00211,1,0.1,18323.78,13844.64,4479.14
ORD055641,PRD00498,1,0.0,1537.51,1045.51,492.0
ORD010609,PRD00461,2,0.0,123.22,83.79,39.43
ORD037955,PRD00269,1,0.0,1078.0,733.04,344.96
ORD009870,PRD00462,2,0.0,3742.68,2545.02,1197.66
ORD013859,PRD00073,1,0.0,10530.89,7161.01,3369.88
ORD016870,PRD00316,1,0.05,683.72,489.4,194.32
ORD046139,PRD00344,1,0.0,1678.38,1141.3,537.08
ORD018968,PRD00056,1,0.0,31544.25,21450.09,10094.16
ORD038203,PRD00382,1,0.0,3792.68,2579.02,1213.66
ORD025613,PRD00128,1,0.0,3402.59,2313.76,1088.83
ORD038342,PRD00001,1,0.1,29214.67,22073.3,7141.37
ORD046299,PRD00470,1,0.0,2333.4,1586.71,746.69
ORD006189,PRD00119,1,0.05,2326.17,1665.05,661.12
ORD039468,PRD00058,1,0.0,26273.08,17865.69,8407.39
ORD040897,PRD00025,1,0.0,33648.28,22880.83,10767.45
ORD021047,PRD00444,1,0.05,664.99,475.99,189.0
ORD034288,PRD00497,1,0.0,1229.21,835.86,393.35
ORD010030,PRD00332,1,0.0,1099.52,747.67,351.85
ORD017931,PRD00258,1,0.05,577.75,413.55,164.2
ORD026060,PRD00208,1,0.05,19724.94,14118.91,5606.03
ORD011602,PRD00368,2,0.05,15566.34,11142.22,4424.12
ORD050649,PRD00300,1,0.0,216.74,147.38,69.36
ORD059930,PRD00219,2,0.1,23579.23,17815.42,5763.81
ORD040314,PRD00152,1,0.0,4702.18,3197.48,1504.7
ORD041420,PRD00093,1,0.1,2709.93,2047.5,662.43
ORD059243,PRD00324,1,0.0,717.71,488.04,229.67
ORD011811,PRD00128,2,0.2,5444.14,4627.52,816.62
ORD056723,PRD00197,1,0.1,8066.24,6094.49,1971.75
ORD058792,PRD00123,1,0.0,1572.18,1069.08,503.1
ORD023121,PRD00359,1,0.2,8482.64,7210.24,1272.4
ORD031408,PRD00201,1,0.15,3597.25,2877.8,719.45
ORD039166,PRD00108,1,0.05,2158.77,1545.23,613.54
ORD006133,PRD00331,1,0.0,701.61,477.09,224.52
ORD035377,PRD00293,1,0.0,825.92,561.63,264.29
ORD044296,PRD00490,1,0.0,2176.77,1480.2,696.57
ORD021795,PRD00201,1,0.3,2962.44,2877.8,84.64
ORD049487,PRD00291,1,0.1,268.31,202.72,65.59
ORD054981,PRD00022,2,0.1,61545.62,46501.13,15044.49
ORD003768,PRD00396,2,0.0,4361.78,2966.01,1395.77
ORD001119,PRD00033,2,0.05,139651.05,99960.75,39690.3
ORD023273,PRD00425,3,0.1,4261.84,3677.75,584.09
ORD005919,PRD00228,1,0.15,13283.26,10626.61,2656.65
ORD040341,PRD00078,1,0.0,24424.47,16608.64,7815.83
ORD008944,PRD00209,1,0.15,10049.6,8039.68,2009.92
ORD013646,PRD00258,1,0.05,577.75,413.55,164.2
ORD047533,PRD00484,1,0.0,1653.21,1124.18,529.03
ORD051441,PRD00484,1,0.0,1653.21,1124.18,529.03
ORD025251,PRD00166,2,0.0,5803.92,3946.67,1857.25
ORD004830,PRD00119,2,0.15,4162.62,3330.1,832.52
ORD011994,PRD00036,5,0.0,120379.55,81858.09,38521.46
ORD041352,PRD00217,1,0.2,7265.43,6175.62,1089.81
ORD005858,PRD00044,2,0.0,36112.7,24556.64,11556.06
ORD015243,PRD00137,1,0.15,446.19,356.95,89.24
ORD039290,PRD00194,1,0.05,22776.99,16303.53,6473.46
ORD027892,PRD00449,1,0.0,168.57,114.63,53.94
ORD027233,PRD00422,1,0.1,246.38,186.16,60.22
ORD044979,PRD00047,1,0.0,39348.36,26756.88,12591.48
ORD052431,PRD00472,2,0.0,1573.32,1069.86,503.46
ORD011307,PRD00439,1,0.0,686.83,467.04,219.79
ORD051858,PRD00300,1,0.0,216.74,147.38,69.36
ORD024809,PRD00118,1,0.1,3526.87,2664.74,862.13
ORD026131,PRD00391,3,0.0,18838.2,12809.98,6028.22
ORD002477,PRD00231,2,0.05,43446.810000000005,33326.51,10120.3
ORD016299,PRD00240,1,0.15,11736.54,9389.23,2347.31
ORD027065,PRD00449,1,0.2,134.86,114.63,20.23
ORD013817,PRD00444,2,0.0,1399.98,951.99,447.99
ORD041286,PRD00338,1,0.0,6487.24,4411.32,2075.92
ORD058869,PRD00223,1,0.0,17660.88,12009.4,5651.48
ORD035617,PRD00182,1,0.2,11497.68,9773.03,1724.65
ORD038019,PRD00259,2,0.0,1778.9,1209.65,569.25
ORD054720,PRD00429,1,0.1,615.39,464.96,150.43
ORD015682,PRD00294,4,0.0,1859.16,1264.23,594.93
ORD042527,PRD00051,2,0.05,1981.15,1418.09,563.06
ORD013191,PRD00467,1,0.0,2055.58,1397.79,657.79
ORD035868,PRD00352,1,0.0,3686.25,2506.65,1179.6
ORD057424,PRD00205,2,0.0,1705.86,1159.98,545.88
ORD015501,PRD00483,1,0.2,1686.17,1433.24,252.93
ORD000386,PRD00379,1,0.0,6154.47,4185.04,1969.43
ORD047131,PRD00183,1,0.1,2802.39,2117.36,685.03
ORD030335,PRD00213,5,0.0,43446.810000000005,80342.44,-36895.63
ORD006248,PRD00117,2,0.0,3984.52,2709.47,1275.05
ORD016671,PRD00323,1,0.05,391.33,280.11,111.22
ORD023677,PRD00418,2,0.0,4261.84,3175.3,1086.54
ORD015911,PRD00483,1,0.0,2107.71,1433.24,674.47
ORD012754,PRD00188,1,0.0,8201.95,5577.33,2624.62
ORD047379,PRD00293,1,0.05,784.62,561.63,222.99
ORD042730,PRD00244,1,0.0,12888.61,8764.25,4124.36
ORD042595,PRD00415,1,0.0,9295.18,6320.72,2974.46
ORD058688,PRD00150,1,0.0,1900.28,1292.19,608.09
ORD034146,PRD00252,1,0.2,44.77,38.05,6.72
ORD040170,PRD00202,1,0.0,23525.13,15997.09,7528.04
ORD003520,PRD00209,1,0.15,10049.6,8039.68,2009.92
ORD029612,PRD00299,1,0.0,760.7,517.28,243.42
ORD000885,PRD00058,1,0.0,26273.08,17865.69,8407.39
ORD048229,PRD00359,1,0.0,10603.3,7210.24,3393.06
ORD002236,PRD00471,1,0.0,474.87,322.91,151.96
ORD027637,PRD00411,4,0.15,26978.425000000003,36154.54,-9176.11
ORD019834,PRD00247,1,0.0,5391.07,3665.93,1725.14
ORD009190,PRD00083,1,0.15,48223.74,38578.99,9644.75
ORD008855,PRD00023,2,0.2,125499.78,106674.81,18824.97
ORD014287,PRD00332,1,0.15,934.59,747.67,186.92
ORD019091,PRD00043,1,0.0,21939.8,14919.06,7020.74
ORD032653,PRD00043,1,0.0,21939.8,14919.06,7020.74
ORD043205,PRD00311,1,0.15,363.73,290.99,72.74
ORD058825,PRD00472,1,0.15,668.66,534.93,133.73
ORD043111,PRD00291,1,0.05,283.21,202.72,80.49
ORD024877,PRD00151,1,0.1,769.04,581.05,187.99
ORD018814,PRD00053,1,0.15,35466.42,28373.14,7093.28
ORD037787,PRD00366,1,0.1,12090.6,9135.12,2955.48
ORD016791,PRD00127,1,0.0,1426.24,969.84,456.4
ORD002910,PRD00085,1,0.0,3363.87,2287.43,1076.44
ORD053879,PRD00495,1,0.0,370.68,252.06,118.62
ORD049499,PRD00091,4,0.0,8566.689999999999,5839.7,2726.99
ORD042264,PRD00235,1,0.1,14484.0,10943.46,3540.54
ORD054305,PRD00230,1,0.0,12403.98,8434.71,3969.27
ORD042863,PRD00287,1,0.2,373.99,317.89,56.1
ORD036373,PRD00007,2,0.1,29529.29,22311.02,7218.27
ORD023115,PRD00035,2,0.0,56629.44,38508.02,18121.42
ORD036065,PRD00056,1,0.0,31544.25,21450.09,10094.16
ORD031574,PRD00252,1,0.0,55.96,38.05,17.91
ORD036287,PRD00413,1,0.0,8160.99,5549.47,2611.52
ORD052988,PRD00485,2,0.05,4261.84,3277.45,984.39
ORD012067,PRD00450,1,0.05,559.24,400.3,158.94
ORD018347,PRD00416,2,0.0,2362.44,1606.46,755.98
ORD034220,PRD00229,1,0.1,17957.07,13567.56,4389.51
ORD009912,PRD00005,2,0.2,4364.99,3710.24,654.75
ORD018105,PRD00019,2,0.0,113303.06,77046.08,36256.98
ORD040247,PRD00154,3,0.0,6869.22,4671.07,2198.15
ORD046998,PRD00365,1,0.1,1661.0,1254.97,406.03
ORD035487,PRD00150,2,0.15,3230.48,2584.38,646.1
ORD005492,PRD00017,1,0.0,11250.33,7650.22,3600.11
ORD050347,PRD00078,2,0.0,48848.94,33217.28,15631.66
ORD015681,PRD00458,1,0.0,1716.03,1166.9,549.13
ORD006529,PRD00367,1,0.0,7348.44,4996.94,2351.5
ORD014565,PRD00288,1,0.1,628.09,474.56,153.53
ORD037917,PRD00132,2,0.3,513.32,498.66,14.66
ORD033326,PRD00445,1,0.0,157.77,107.28,50.49
ORD009445,PRD00321,2,0.15,280.36,224.29,56.07
ORD005502,PRD00232,2,0.0,10771.3,7324.48,3446.82
ORD034546,PRD00033,3,0.05,145251.22,149941.12,-4689.9
ORD050220,PRD00177,1,0.0,23691.71,16110.36,7581.35
ORD059626,PRD00059,1,0.0,23408.87,15918.03,7490.84
ORD018184,PRD00488,1,0.2,650.87,553.24,97.63
ORD048489,PRD00105,1,0.05,2598.89,1860.26,738.63
ORD027133,PRD00034,1,0.0,9013.55,6129.21,2884.34
ORD055445,PRD00080,1,0.0,75572.58,51389.35,24183.23
ORD059044,PRD00112,1,0.0,4466.99,3037.55,1429.44
ORD035333,PRD00461,1,0.0,61.61,41.89,19.72
ORD000905,PRD00433,1,0.15,1787.13,1429.71,357.42
ORD053898,PRD00200,1,0.15,8837.74,7070.19,1767.55
ORD053861,PRD00332,1,0.05,1044.54,747.67,296.87
ORD023456,PRD00209,1,0.0,11823.06,8039.68,3783.38
ORD026591,PRD00365,1,0.0,1845.55,1254.97,590.58
ORD028365,PRD00468,1,0.0,1914.28,1301.71,612.57
ORD029453,PRD00380,1,0.0,846.49,575.61,270.88
ORD017498,PRD00366,2,0.15,22837.8,18270.24,4567.56
ORD006483,PRD00093,1,0.0,3011.03,2047.5,963.53
ORD036678,PRD00054,1,0.0,29359.01,19964.13,9394.88
ORD022154,PRD00215,3,0.05,43446.810000000005,48675.26,-5228.45
ORD012598,PRD00070,5,0.3,106005.52,102976.79,3028.73
ORD040401,PRD00414,1,0.0,11106.9,7552.69,3554.21
ORD007480,PRD00092,1,0.0,2341.09,1591.94,749.15
ORD034911,PRD00401,1,0.0,9752.62,6631.78,3120.84
ORD053656,PRD00392,1,0.0,6606.62,4492.5,2114.12
ORD011049,PRD00186,1,0.05,12637.95,9046.11,3591.84
ORD054281,PRD00033,4,0.0,145251.22,199921.5,-54670.28
ORD046759,PRD00289,1,0.0,996.97,677.94,319.03
ORD043900,PRD00294,1,0.15,395.07,316.06,79.01
ORD023687,PRD00006,1,0.15,67862.61,54290.09,13572.52
ORD049434,PRD00432,1,0.0,2478.35,1685.28,793.07
ORD028346,PRD00312,4,0.0,1696.72,1153.77,542.95
ORD053286,PRD00345,1,0.0,14199.76,9655.84,4543.92
ORD058677,PRD00204,1,0.0,21941.08,14919.93,7021.15
ORD059215,PRD00150,1,0.0,1900.28,1292.19,608.09
ORD045755,PRD00387,2,0.05,15515.8,11106.05,4409.75
ORD025000,PRD00456,1,0.1,1920.4,1450.97,469.43
ORD005267,PRD00205,1,0.0,852.93,579.99,272.94
ORD029097,PRD00416,1,0.1,1063.1,803.23,259.87
ORD051203,PRD00298,1,0.0,660.56,449.18,211.38
ORD055801,PRD00204,1,0.0,21941.08,14919.93,7021.15
ORD017875,PRD00285,2,0.0,1800.5,1224.34,576.16
ORD040907,PRD00408,1,0.0,12691.4,8630.15,4061.25
ORD036145,PRD00290,1,0.05,202.45,144.91,57.54
ORD032743,PRD00239,1,0.15,6042.07,4833.66,1208.41
ORD009355,PRD00380,2,0.0,1692.98,1151.23,541.75
ORD032058,PRD00262,2,0.0,1387.04,943.19,443.85
ORD018242,PRD00489,1,0.0,612.62,416.58,196.04
ORD015983,PRD00215,1,0.0,23860.42,16225.09,7635.33
ORD017727,PRD00214,3,0.0,18534.42,12603.41,5931.01
ORD018525,PRD00140,1,0.0,3514.31,2389.73,1124.58
ORD031328,PRD00357,1,0.0,11077.92,7532.99,3544.93
ORD026477,PRD00271,2,0.0,1198.16,814.75,383.41
ORD027876,PRD00049,1,0.15,9566.33,7653.07,1913.26
ORD026287,PRD00436,1,0.0,1959.76,1332.64,627.12
ORD009721,PRD00430,2,0.0,4261.84,2997.06,1264.78
ORD008318,PRD00369,1,0.0,3386.86,2303.06,1083.8
ORD003586,PRD00046,1,0.0,53445.36,36342.84,17102.52
ORD034967,PRD00138,1,0.0,511.97,348.14,163.83
ORD024011,PRD00117,1,0.0,1992.26,1354.74,637.52
ORD035640,PRD00311,2,0.0,855.84,581.97,273.87
ORD024653,PRD00130,1,0.0,3174.7,2158.8,1015.9
ORD045964,PRD00253,3,0.1,1750.92,1322.92,428.0
ORD049223,PRD00184,1,0.0,17089.46,11620.83,5468.63
ORD003242,PRD00068,1,0.05,69446.9,49709.36,19737.54
ORD035633,PRD00219,1,0.0,13099.57,8907.71,4191.86
ORD034560,PRD00203,1,0.15,13100.46,10480.37,2620.09
ORD029909,PRD00226,1,0.05,2333.14,1670.04,663.1
ORD031828,PRD00056,2,0.0,63088.5,42900.18,20188.32
ORD002669,PRD00332,5,0.0,1893.83,3738.37,-1844.54
ORD008064,PRD00424,1,0.05,1134.66,812.18,322.48
ORD004204,PRD00219,3,0.0,39298.71,26723.12,12575.59
ORD010131,PRD00344,1,0.0,1678.38,1141.3,537.08
ORD054577,PRD00468,1,0.05,1818.57,1301.71,516.86
ORD034915,PRD00345,1,0.1,12779.78,9655.84,3123.94
ORD050559,PRD00270,2,0.05,1893.83,1416.17,477.66
ORD014338,PRD00058,1,0.05,24959.43,17865.69,7093.74
ORD011989,PRD00031,2,0.0,124472.66,84641.41,39831.25
ORD051888,PRD00042,1,0.05,45898.97,32854.0,13044.97
ORD050837,PRD00402,2,0.3,19836.92,19270.15,566.77
ORD000772,PRD00449,4,0.0,674.28,458.51,215.77
ORD056394,PRD00283,1,0.0,578.34,393.27,185.07
ORD032130,PRD00243,1,0.0,20025.18,13617.12,6408.06
ORD019822,PRD00472,1,0.0,786.66,534.93,251.73
ORD033891,PRD00346,4,0.2,26978.425000000003,36656.73,-9678.3
ORD003646,PRD00469,2,0.15,3583.84,2867.07,716.77
ORD035544,PRD00298,1,0.15,561.48,449.18,112.3
ORD005059,PRD00003,1,0.0,14102.7,9589.84,4512.86
ORD006096,PRD00300,1,0.0,216.74,147.38,69.36
ORD011271,PRD00257,3,0.0,1737.84,1181.73,556.11
ORD020197,PRD00101,2,0.0,3577.7,2432.84,1144.86
ORD059962,PRD00085,1,0.0,3363.87,2287.43,1076.44
ORD003752,PRD00214,1,0.0,6178.14,4201.14,1977.0
ORD045286,PRD00116,1,0.0,1475.43,1003.29,472.14
ORD035265,PRD00051,2,0.15,1772.61,1418.09,354.52
ORD048717,PRD00214,1,0.2,4942.51,4201.14,741.37
ORD017299,PRD00190,3,0.3,36636.37,35589.62,1046.75
ORD035894,PRD00317,1,0.15,809.46,647.56,161.9
ORD058843,PRD00343,1,0.05,5795.69,4148.5,1647.19
ORD040934,PRD00476,1,0.0,1886.4,1282.75,603.65
ORD003077,PRD00175,1,0.0,2303.06,1566.08,736.98
ORD030458,PRD00019,2,0.0,113303.06,77046.08,36256.98
ORD018360,PRD00380,1,0.0,846.49,575.61,270.88
ORD015670,PRD00255,1,0.0,1012.04,688.19,323.85
ORD015424,PRD00459,2,0.0,1025.56,697.38,328.18
ORD009302,PRD00373,1,0.0,7546.15,5131.38,2414.77
ORD002001,PRD00354,1,0.0,12478.6,8485.45,3993.15
ORD028044,PRD00143,1,0.0,2123.79,1444.18,679.61
ORD013060,PRD00268,2,0.0,1008.54,685.81,322.73
ORD024058,PRD00045,1,0.0,25338.41,17230.12,8108.29
ORD020904,PRD00102,2,0.15,3662.55,2930.04,732.51
ORD058816,PRD00284,2,0.05,820.15,587.06,233.09
ORD030790,PRD00479,1,0.0,667.9,454.17,213.73
ORD025551,PRD00299,1,0.15,646.6,517.28,129.32
ORD025083,PRD00427,1,0.3,222.12,215.77,6.35
ORD045131,PRD00034,1,0.1,8112.2,6129.21,1982.99
ORD053434,PRD00150,4,0.1,6841.01,5168.76,1672.25
ORD047433,PRD00236,1,0.0,10408.61,7077.85,3330.76
ORD015007,PRD00456,1,0.05,2027.09,1450.97,576.12
ORD049148,PRD00390,2,0.0,3464.18,2355.64,1108.54
ORD012131,PRD00317,1,0.0,952.3,647.56,304.74
ORD052087,PRD00002,4,0.0,145251.22,180863.19,-35611.97
ORD044900,PRD00142,1,0.15,2797.12,2237.7,559.42
ORD022060,PRD00356,1,0.05,12787.46,9153.13,3634.33
ORD033191,PRD00470,1,0.0,2333.4,1586.71,746.69
ORD029837,PRD00419,1,0.05,863.16,617.84,245.32
ORD036850,PRD00171,2,0.0,7490.68,5093.66,2397.02
ORD010649,PRD00194,2,0.1,43156.4,32607.06,10549.34
ORD048560,PRD00037,1,0.15,9388.28,7510.63,1877.65
ORD036858,PRD00083,1,0.2,45387.05,38578.99,6808.06
ORD017109,PRD00032,2,0.0,145251.22,107180.51,38070.71
ORD022345,PRD00172,2,0.0,43396.42,29509.57,13886.85
ORD042201,PRD00293,1,0.1,743.33,561.63,181.7
ORD038339,PRD00270,1,0.3,728.91,708.08,20.83
ORD041664,PRD00279,2,0.0,911.38,619.74,291.64
ORD022918,PRD00026,1,0.0,50286.68,34194.94,16091.74
ORD009195,PRD00375,1,0.0,1731.8,1177.62,554.18
ORD049642,PRD00269,1,0.15,916.3,733.04,183.26
ORD041541,PRD00103,2,0.15,5064.06,4051.25,1012.81
ORD039445,PRD00047,1,0.0,39348.36,26756.88,12591.48
ORD038476,PRD00371,1,0.0,10414.34,7081.75,3332.59
ORD052473,PRD00461,2,0.0,123.22,83.79,39.43
ORD029026,PRD00023,1,0.0,78437.36,53337.4,25099.96
ORD057139,PRD00349,1,0.15,3331.58,2665.26,666.32
ORD050360,PRD00059,1,0.1,21067.98,15918.03,5149.95
ORD018223,PRD00068,2,0.15,124273.4,99418.72,24854.68
ORD054628,PRD00031,1,0.15,52900.88,42320.7,10580.18
ORD034760,PRD00212,2,0.0,43446.810000000005,31071.13,12375.68
ORD009207,PRD00049,1,0.0,11254.51,7653.07,3601.44
ORD059613,PRD00227,1,0.0,12946.45,8803.59,4142.86
ORD034693,PRD00321,1,0.0,164.92,112.15,52.77
ORD014983,PRD00315,1,0.0,741.52,504.23,237.29
ORD019525,PRD00438,2,0.0,4261.84,3159.17,1102.67
ORD010677,PRD00285,1,0.15,765.21,612.17,153.04
ORD023627,PRD00441,2,0.1,2132.55,1611.26,521.29
ORD001175,PRD00316,4,0.0,1893.83,1957.58,-63.75
ORD022561,PRD00329,1,0.15,938.21,750.57,187.64
ORD001564,PRD00208,2,0.0,41526.2,28237.82,13288.38
ORD012144,PRD00301,2,0.2,1039.17,883.29,155.88
ORD042103,PRD00307,1,0.0,488.8,332.38,156.42
ORD050760,PRD00263,1,0.1,368.83,278.67,90.16
ORD051434,PRD00191,1,0.15,13437.41,10749.93,2687.48
ORD014750,PRD00293,1,0.15,702.03,561.63,140.4
ORD029365,PRD00323,1,0.0,411.93,280.11,131.82
ORD032672,PRD00194,2,0.1,43156.4,32607.06,10549.34
ORD037329,PRD00084,1,0.05,1647.79,1179.47,468.32
ORD006503,PRD00126,2,0.15,1893.22,1514.58,378.64
ORD021429,PRD00235,5,0.0,43446.810000000005,54717.32,-11270.51
ORD042299,PRD00176,2,0.0,43211.4,29383.75,13827.65
ORD037986,PRD00235,1,0.0,16093.33,10943.46,5149.87
ORD035479,PRD00066,1,0.0,69580.09,47314.46,22265.63
ORD008490,PRD00307,1,0.15,415.48,332.38,83.1
ORD045499,PRD00140,2,0.0,7028.62,4779.46,2249.16
ORD031643,PRD00454,1,0.0,1435.61,976.21,459.4
ORD014362,PRD00286,1,0.0,882.42,600.05,282.37
ORD028887,PRD00309,1,0.0,869.64,591.36,278.28
ORD029886,PRD00173,1,0.0,17583.74,11956.94,5626.8
ORD018587,PRD00434,1,0.0,1305.6,887.81,417.79
ORD036566,PRD00178,1,0.0,8884.76,6041.64,2843.12
